,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,label
9582,-1.28,-1,-1,-0.58,-1.3,-1.44,-1,-0.58,-1.45,-1.45,-1.45,-1.28,-1.28,-1.28,-0.58,-1.3,-1.84,-1.3,-1,-1,-1.45,-1.84,-2.24,-1.3,-0.88,-1.44,-2.27,-1.84,-1.45,-1,-0.88,-1.44,-1.44,-0.58,-1.3,-1.3,-1.3,-2.27,-1.45,-1.3,-1.44,-1,-1,-1.28,-1.84,-1.45,-1,-1.45,-1.84,-1.84,-1.45,-1,-1.3,-1.84,-1.84,-1.44,-0.58,-1,-1,-1,-1,-0.88,-1,-1,-1,-1.44,-1.44,-0.58,-1,-1.45,-1.45,-0.88,-1.44,-1.84,-1.44,-1.44,-1.84,-2.27,-1.45,-0.88,-1,-1.44,-2.27,-2.24,-1.44,-1,-1,-1,-0.58,-0.88,-1,-1,-1.28,-1.45,-0.88,-0.58,-0.88,-0.58,-0.88,1
9583,-1.3,-0.88,-1,-1,-1,-1,-0.58,-1,-0.88,-1,-1,-1,-0.58,-1,-1.45,-1.28,-1,-1,-1,-0.58,-1,-1.45,-1.28,-0.58,-1,-0.88,-1,-1,-0.58,-1.3,-2.27,-1.28,-1,-0.58,-1,-1,-0.88,-0.58,-0.88,-1,-1,-0.58,-1.45,-1.28,-0.58,-1.3,-2.27,-1.84,-1.45,-0.88,-1.28,-1.45,-1.3,-1.44,-1,-1.44,-2.27,-1.45,-1.3,-1.44,-1,-1.28,-1.45,-1.3,-2.27,-1.84,-1.28,-0.58,-1,-1,-1,-0.88,-0.58,-1,-1.45,-1.84,-1.28,-1.28,-2.24,-1.84,-1.44,-1,-0.58,-1,-1.3,-1.44,-1.28,-1.28,-1,-1,-0.58,-1,-1.45,-1.45,-0.88,-1.28,-1.45,-0.88,-1.28,1
9584,-1.3,-0.88,-1.44,-1.3,-1,-0.88,-1,-0.58,-1.3,-2.27,-1.28,-1.44,-1.44,-0.58,-1.3,-1.84,-1.3,-1,-1,-0.88,-1.44,-1.3,-1.3,-1.44,-1,-0.58,-0.88,-1,-1.28,-1.45,-0.88,-1,-1.28,-1.45,-1,-1.45,-1.28,-1.44,-1.84,-2.27,-1.45,-1.45,-1.45,-1,-1.3,-1.84,-1.44,-1.44,-1.3,-1,-1.3,-1.44,-1,-0.58,-1,-1.3,-1.84,-2.27,-1.84,-1.45,-1,-1,-1.3,-1.44,-1.44,-1.3,-0.88,-0.58,-1.3,-1.3,-1,-1.3,-1.44,-0.58,-1.3,-1.3,-1,-1.45,-1.45,-1,-1.45,-2.24,-1.84,-2.27,-1.45,-1,-0.88,-1.44,-1.3,-1.3,-1.84,-1.84,-2.27,-1.45,-1.3,-1.3,-1.3,-1.3,-1.3,1
9585,-1.3,-0.88,-1.44,-1.3,-1,-0.88,-1,-1.44,-2.27,-1.45,-1.3,-1.3,-1.45,-1.28,-0.58,-1,-1.45,-1.28,-1,-1.44,-1.84,-1.3,-0.88,-0.58,-0.88,-1,-1.28,-1.28,-1.28,-1.84,-1.28,-1.28,-1.28,-0.58,-0.88,-1.44,-2.27,-1.84,-1.84,-1.84,-1.84,-1.45,-1.3,-1.3,-1.3,-1.44,-1,-1,-1,-0.58,-1.45,-1.45,-1.3,-2.27,-1.45,-1.45,-1.28,-1,-1.28,-1.84,-1.84,-1.45,-1,-0.88,-1.44,-2.27,-1.28,-0.58,-1.45,-2.24,-1.3,-0.88,-1,-1,-1.44,-1.84,-1.3,-0.88,-0.58,-1.3,-1.3,-1.45,-1.28,-1,-1.44,-1.44,-0.58,-1.45,-1.28,-0.58,-1,-0.88,-1.44,-1.44,-0.58,-0.88,-1,-1.28,-1.45,1
9586,-1.44,-0.58,-0.88,-1,-0.58,-1.3,-2.27,-1.28,-1,-1.28,-1.84,-1.84,-1.28,-1,-0.58,-0.88,-1,-1,-1,-1.28,-1.28,-0.58,-0.88,-0.58,-1,-1,-1,-0.88,-1,-1,-1,-1,-0.58,-0.88,-1.28,-1.84,-1.84,-1.45,-0.88,-0.58,-1,-1.3,-1.44,-1,-1,-1,-0.58,-0.88,-1,-1,-1,-0.58,-1.45,-1.84,-1.28,-1.44,-1.84,-1.3,-0.88,-1,-1,-0.58,-1.3,-1.44,-1.44,-1.44,-0.58,-0.88,-1.28,-1.84,-1.28,-0.58,-1.3,-1.44,-1,-1,-1,-1.28,-1.84,-1.28,-1.44,-1.3,-1.3,-1.44,-0.58,-0.88,-1,-1,-1,-1,-1,-1.28,-1.84,-1.45,-1,-1.45,-1.45,-0.88,-1,1
9587,-1,-0.88,-1,-1,-1,-1.44,-1.84,-1.44,-1.44,-1.3,-1.3,-1.3,-0.88,-1,-0.58,-0.88,-0.58,-1.3,-2.27,-2.24,-1.3,-0.88,-1.28,-2.24,-2.27,-1.28,-1,-1.28,-1.84,-1.28,-1.44,-1.44,-0.58,-1,-1.45,-2.24,-2.27,-1.28,-1.28,-1.28,-1.28,-1.45,-0.88,-0.58,-0.88,-1,-1.44,-2.27,-1.28,-0.58,-1.3,-1.3,-0.88,-1,-1,-1.44,-2.27,-1.84,-1.45,-1,-1.3,-1.84,-1.3,-0.88,-0.58,-0.88,-1.28,-1.28,-0.58,-1.45,-1.45,-1,-0.88,-1.28,-1.45,-1,-1.3,-2.27,-1.45,-1,-1,-1.45,-1.28,-0.58,-1.3,-2.27,-1.45,-1.3,-2.27,-1.45,-1,-1,-0.88,-0.58,-1,-1.45,-2.24,-1.3,-0.88,1
9588,-0.58,-1,-1.3,-1.44,-1,-0.58,-1.3,-1.84,-1.44,-1.28,-1.28,-0.58,-1,-1,-1,-0.88,-0.58,-0.88,-0.58,-1.3,-2.27,-1.45,-1.45,-1.28,-1.28,-1.45,-1.3,-1.44,-1.44,-1.44,-1,-1.44,-1.3,-1.45,-1.45,-1,-0.88,-1,-1,-1,-1,-0.58,-1,-1,-0.88,-0.58,-1,-0.88,-1.44,-1.84,-1.3,-1,-0.88,-0.58,-1,-1.45,-1.45,-1,-1.3,-1.84,-1.44,-1.44,-1.84,-2.27,-1.45,-1.3,-1.3,-0.88,-1.28,-1.45,-0.88,-0.58,-1,-1,-1,-1,-1,-1,-1.3,-1.3,-1.3,-1.44,-1,-0.58,-1.3,-1.44,-0.58,-1,-1,-0.88,-1,-1,-1.28,-1.28,-1.44,-1.44,-1,-1.28,-1.45,1
9589,-0.88,-0.58,-1,-1,-0.88,-1.44,-1.84,-2.27,-1.45,-1,-1,-1,-0.88,-0.58,-1,-0.88,-1,-1.44,-1.3,-1,-0.88,-1,-1,-0.58,-0.88,-1,-0.58,-1.3,-1.44,-1,-0.58,-0.88,-1,-0.58,-1.3,-1.44,-1,-1,-1,-1,-0.58,-0.88,-1.28,-1.28,-1,-1.44,-1.3,-1.45,-1.84,-1.45,-1,-1.3,-1.84,-1.44,-1,-1.44,-1.3,-1.3,-1.3,-0.88,-1.44,-1.44,-1,-0.58,-1.3,-1.44,-1,-0.58,-1,-1,-1,-0.88,-1,-1.28,-1.84,-1.28,-1.44,-2.27,-1.45,-0.88,-1,-0.58,-1,-1,-0.88,-1,-0.58,-0.88,-0.58,-1.45,-1.28,-1,-1,-1,-1.44,-1.84,-1.3,-1.45,-1.28,1
9590,-0.58,-1.45,-1.84,-1.84,-1.84,-1.28,-0.58,-0.88,-0.58,-1.45,-1.84,-1.84,-1.84,-1.28,-0.58,-1.45,-1.45,-1.45,-1.84,-1.84,-1.28,-1,-1.44,-1.44,-1.28,-1.28,-0.58,-1,-1,-1.45,-1.84,-1.84,-1.28,-1,-1.44,-1.3,-0.88,-1,-1,-1,-1,-1.28,-2.24,-1.44,-1,-1,-1,-1.28,-1.45,-0.88,-1.44,-2.27,-2.24,-1.44,-0.58,-1,-1.3,-1.44,-1.28,-1.84,-1.28,-0.58,-1.3,-1.3,-0.88,-1.44,-1.44,-1,-0.58,-1.45,-1.84,-1.45,-0.88,-1,-0.58,-1,-1,-0.88,-0.58,-1,-1,-0.88,-0.58,-0.88,-1,-1.28,-2.24,-1.84,-1.44,-1,-1.28,-1.28,-1.44,-1.84,-1.44,-1.44,-1.84,-1.84,-1.84,1
9591,-1.3,-1.45,-1.28,-1.44,-1.3,-0.88,-0.58,-0.88,-1.44,-1.44,-0.58,-0.88,-0.58,-1.3,-2.27,-1.45,-1.3,-1.44,-1.28,-1.28,-1.44,-1.3,-1,-0.88,-1.28,-1.28,-1.28,-1.45,-0.88,-1.44,-2.27,-1.45,-1,-0.88,-1,-1,-1.28,-1.28,-0.58,-0.88,-0.58,-1.45,-1.84,-1.84,-1.28,-0.58,-1,-1,-0.88,-1.28,-1.45,-0.88,-1.44,-1.3,-1,-1.45,-1.45,-1.45,-1.45,-0.88,-1.28,-1.84,-1.28,-1.44,-1.84,-1.84,-1.44,-0.58,-1.45,-1.45,-1.45,-1.28,-0.58,-1,-0.88,-1.44,-1.3,-1.45,-1.45,-1,-1.45,-1.45,-1.45,-1.28,-1,-0.58,-1.3,-1.44,-1.44,-1.44,-1,-1,-0.58,-1,-1,-1.45,-1.45,-0.88,-1.28,1
9592,-1,-1,-1.3,-1.84,-1.84,-1.44,-1,-1,-1,-1.44,-1.44,-1.44,-1.3,-1.45,-1.28,-1,-1,-1,-1.44,-1.44,-1.44,-1.3,-1,-1.3,-1.44,-1,-1,-1.28,-1.28,-1,-0.58,-0.88,-0.58,-1.45,-1.28,-1,-0.58,-1,-1,-1.3,-1.44,-1,-1,-1.28,-1.84,-2.24,-1.3,-1,-1,-0.88,-1,-1.28,-1.84,-1.28,-1.28,-2.24,-1.84,-1.3,-0.88,-1,-1.44,-2.27,-1.45,-1.45,-1.28,-1,-1.44,-1.3,-1,-0.88,-1,-1,-0.58,-1,-1,-1,-1.45,-1.28,-0.58,-0.88,-1,-1.28,-1.45,-1,-1.3,-1.3,-0.88,-0.58,-1.45,-1.28,-1.28,-1.84,-1.45,-0.88,-0.58,-1.45,-1.45,-1.3,-1.84,1
9593,-0.58,-1.3,-1.3,-1.3,-1.44,-1,-1,-1.44,-1.84,-2.27,-1.45,-0.88,-0.58,-0.88,-0.58,-0.88,-1,-1,-1.44,-1.84,-1.3,-1,-0.88,-1,-0.58,-1,-0.88,-1.28,-1.45,-1,-1.45,-1.28,-1,-1.44,-1.3,-0.88,-1,-0.58,-0.88,-1,-1,-0.58,-1.3,-2.27,-1.28,-1,-1.28,-1.84,-1.28,-0.58,-1.45,-1.28,-1,-1.44,-1.3,-1.45,-1.45,-1,-1,-0.88,-1.28,-1.45,-1.3,-1.44,-1,-1,-0.58,-1,-0.88,-0.58,-0.88,-1.28,-1.45,-0.88,-1.44,-1.44,-1.44,-1.44,-1.44,-1.44,-1,-1.44,-1.3,-1,-0.88,-1.44,-1.84,-1.3,-0.88,-1,-1,-1.28,-1.28,-1.28,-2.24,-1.44,-1,-1,-1,1
9594,-1.28,-1.84,-1.84,-1.45,-0.88,-1,-1.44,-1.44,-1.44,-1.3,-1,-1,-1.3,-1.84,-1.84,-1.44,-1,-1,-1.28,-2.24,-1.44,-1.44,-1.3,-1.3,-2.27,-1.45,-0.88,-1,-1.28,-1.84,-1.28,-1,-0.58,-1,-1.45,-1.45,-1,-0.88,-1.28,-1.45,-0.88,-1.44,-1.44,-1.44,-1.3,-1.45,-1.84,-1.45,-1,-1,-0.88,-1.44,-2.27,-1.28,-1.28,-1.45,-1.45,-1.28,-0.58,-1,-1.45,-2.24,-2.27,-2.24,-1.3,-1.3,-1.3,-0.88,-0.58,-1,-0.88,-0.58,-1,-0.88,-0.58,-1,-1,-0.88,-1.28,-1.84,-1.28,-1.28,-1.45,-1.45,-1.84,-1.45,-1.45,-1.84,-1.84,-1.28,-1.28,-1.28,-1.44,-2.27,-1.28,-1.44,-1.44,-0.58,-1,1
9595,-1.45,-2.24,-1.84,-1.84,-1.44,-0.58,-1.3,-1.3,-1.3,-1.84,-1.84,-1.44,-1.44,-1.44,-0.58,-1,-1.3,-1.84,-1.84,-1.44,-0.58,-0.88,-0.58,-1,-1.3,-1.84,-1.3,-0.88,-1,-1.44,-1.3,-1.45,-1.28,-0.58,-1,-1,-1,-1,-1,-1,-0.88,-1,-1.44,-2.27,-1.45,-1.45,-1.28,-0.58,-1.45,-1.28,-1,-1,-0.58,-1,-1.3,-1.44,-1.28,-2.24,-1.3,-0.88,-0.58,-1,-0.88,-0.58,-1,-1,-0.88,-1,-0.58,-1.3,-1.3,-1,-0.88,-1,-0.58,-1,-1.3,-2.27,-1.28,-1,-1,-1,-0.58,-0.88,-1,-1.44,-1.84,-1.44,-1,-1,-0.58,-1.3,-1.44,-1.44,-1.44,-1.44,-2.27,-1.45,-1.3,1
9596,-1.44,-1.44,-1,-1,-1,-1.28,-1.45,-1.3,-1.84,-1.84,-2.27,-1.45,-1,-1,-1.3,-1.44,-0.58,-1,-0.88,-1.28,-1.45,-1,-1.45,-1.45,-1,-1.45,-1.84,-1.28,-0.58,-1.45,-1.45,-1.45,-1.28,-1,-0.58,-0.88,-1.28,-2.24,-1.84,-1.44,-1,-1.28,-1.84,-1.84,-1.84,-1.45,-1.45,-1.28,-1.28,-1.84,-1.84,-1.84,-1.45,-1.45,-1.84,-1.84,-1.28,-1.28,-1.45,-1.3,-1.84,-1.3,-1.45,-1.28,-1.44,-1.3,-0.88,-0.58,-1.3,-1.3,-0.88,-1,-0.58,-1.3,-1.44,-1,-1.44,-1.3,-1.3,-1.44,-1.44,-1.3,-1.3,-1.84,-1.84,-1.3,-1,-1.45,-1.45,-1.45,-1.45,-1,-1.45,-1.45,-1.3,-1.84,-1.3,-1.3,-1.3,1
9597,-1,-0.58,-1,-0.88,-0.58,-1.3,-2.27,-1.28,-1,-0.58,-1,-1,-1.45,-1.45,-1.3,-2.27,-1.45,-1.3,-1.3,-0.88,-0.58,-1,-1,-1,-1,-1,-1.3,-1.44,-0.58,-0.88,-1,-1.44,-1.44,-0.58,-1,-1.45,-2.24,-1.3,-1.45,-2.24,-1.44,-0.58,-1,-1,-1.45,-1.45,-1.3,-1.44,-1.44,-1.84,-1.3,-1.45,-1.45,-1,-1.45,-1.45,-0.88,-1,-1.44,-1.44,-1,-0.58,-1.3,-1.84,-1.44,-0.58,-1,-1,-0.88,-1,-1.28,-1.45,-1,-0.88,-1,-0.58,-0.88,-1.28,-1.45,-1,-1,-1.45,-2.24,-1.3,-1.3,-1.84,-1.44,-0.58,-1,-0.88,-1.44,-1.84,-1.3,-1,-1,-1.3,-1.44,-1,-1,1
9598,-0.58,-1.45,-1.28,-1.44,-1.44,-1,-1.28,-2.24,-1.44,-1.28,-2.24,-1.44,-1.44,-1.84,-2.27,-2.24,-2.27,-1.45,-1.45,-1.84,-1.84,-2.24,-1.44,-1,-1.28,-1.28,-0.58,-1,-1.45,-1.28,-1,-1,-0.58,-1.45,-2.24,-1.44,-1,-1,-0.58,-1,-0.88,-1,-1.44,-1.3,-1,-1.45,-1.28,-1.28,-1.45,-1,-1.3,-1.84,-1.44,-1,-1.44,-1.84,-1.44,-0.58,-1,-1,-1,-1.45,-1.28,-0.58,-1.3,-1.44,-1,-0.58,-0.88,-1,-1.28,-1.28,-1,-0.58,-0.88,-0.58,-0.88,-1,-0.58,-1.45,-1.28,-1,-1.28,-1.28,-1.44,-1.44,-1.28,-1.84,-1.28,-1.28,-2.24,-1.3,-0.88,-1.28,-1.84,-2.24,-2.27,-1.45,-1,1
9599,-0.58,-1,-1,-0.88,-1,-1,-1.44,-1.44,-1.44,-1.3,-1.45,-1.45,-1.3,-1.44,-1,-1.28,-1.84,-1.84,-2.24,-1.3,-1,-0.88,-1,-0.58,-0.88,-1,-0.58,-1.3,-1.3,-1,-1,-0.88,-1.44,-1.3,-1,-1.3,-2.27,-1.84,-2.24,-1.44,-0.58,-1.3,-1.44,-0.58,-1,-1,-1,-0.88,-1,-1.44,-1.44,-0.58,-1.45,-1.45,-0.88,-0.58,-1,-1,-1,-0.88,-1,-1.28,-2.24,-1.44,-1,-0.58,-0.88,-1,-0.58,-1.45,-1.28,-0.58,-1,-0.88,-1,-0.58,-1.3,-1.44,-0.58,-1,-1.3,-1.44,-1.44,-1.3,-1.3,-2.27,-2.24,-1.3,-1.3,-1.3,-1,-1,-1,-1,-0.88,-1,-1.28,-1.45,-1,1
9600,-1.3,-1.44,-0.58,-1,-1.3,-2.27,-1.45,-1.3,-1.44,-1.44,-2.27,-1.84,-2.24,-1.3,-1,-1,-1.45,-1.84,-1.84,-1.45,-1.3,-2.27,-2.24,-1.3,-0.88,-1.28,-2.24,-2.27,-2.24,-2.27,-1.84,-1.84,-1.84,-1.45,-0.88,-0.58,-0.88,-1,-1,-1.28,-1.84,-1.28,-1,-1.44,-2.27,-1.45,-1,-0.88,-0.58,-1,-1,-1.3,-2.27,-2.24,-2.27,-1.28,-0.58,-1.45,-1.84,-1.45,-0.88,-1.44,-1.3,-0.88,-1,-1.44,-1.3,-0.88,-0.58,-1,-0.88,-0.58,-1,-1,-0.88,-0.58,-1,-1,-1,-0.88,-0.58,-1.3,-1.3,-1.3,-2.27,-1.84,-1.45,-1,-1.45,-1.45,-1,-1.45,-1.45,-1,-1.45,-1.84,-2.24,-2.27,-1.45,1
9601,-0.88,-1.28,-1.45,-0.88,-0.58,-1.45,-1.84,-1.84,-1.45,-1.3,-2.27,-1.84,-1.45,-1,-0.88,-1.44,-1.3,-1,-1.45,-1.45,-1,-0.88,-1.28,-1.28,-0.58,-1,-1,-0.88,-1,-1,-1.44,-1.44,-0.58,-0.88,-1.28,-1.84,-1.28,-1.28,-1.28,-1.44,-2.27,-1.28,-1.44,-2.27,-1.28,-1.44,-2.27,-1.45,-1.45,-1.28,-0.58,-1.3,-1.3,-1,-1.3,-1.44,-1,-1,-1.44,-1.44,-1,-1.28,-1.45,-1,-1.3,-1.84,-1.44,-1,-1,-0.58,-1,-0.88,-1,-1.44,-1.44,-0.58,-1,-0.88,-0.58,-0.88,-1.28,-1.28,-1.44,-1.44,-1,-1,-1.28,-1.28,-1,-1.28,-1.45,-0.88,-1,-1.44,-1.3,-1,-1,-0.88,-1,1
9602,-1,-0.88,-1.44,-1.44,-1,-1.44,-1.3,-0.88,-1.28,-1.84,-1.84,-1.28,-1.28,-1.28,-1.44,-1.3,-1.3,-1.84,-1.3,-1,-1.3,-2.27,-1.45,-1,-1,-1,-1,-1.45,-1.28,-1,-1,-1.28,-1.28,-1,-0.58,-0.88,-1,-1,-0.58,-1,-0.88,-1,-0.58,-1,-1,-1,-1,-1.45,-1.45,-1.45,-1.45,-1.45,-1.45,-0.88,-1.44,-1.84,-1.44,-0.58,-1.3,-2.27,-1.84,-1.28,-0.58,-1.45,-2.24,-1.3,-1,-0.88,-0.58,-0.88,-1.44,-1.44,-1,-1,-1,-1,-1,-1,-0.58,-1,-0.88,-1,-1,-1.28,-1.28,-1.44,-1.44,-1,-1,-1,-1.44,-1.44,-0.58,-0.88,-1,-0.58,-1,-1.45,-1.45,1
9603,-1.45,-1.45,-0.88,-1,-0.58,-1,-0.88,-0.58,-0.88,-1,-1,-0.58,-1.3,-1.84,-1.3,-1.3,-2.27,-1.45,-1,-0.88,-0.58,-1.45,-1.28,-0.58,-1.3,-2.27,-1.28,-0.58,-1,-0.88,-1.28,-1.28,-1.28,-1.28,-0.58,-1.3,-1.44,-1,-1,-1,-1,-1.28,-1.84,-1.45,-1.3,-1.44,-1,-1,-0.58,-1.3,-1.44,-1.28,-1.45,-1,-1,-1,-1.45,-1.45,-1,-0.88,-0.58,-0.88,-1.28,-1.84,-1.45,-1.3,-1.44,-0.58,-0.88,-1,-0.58,-0.88,-1.28,-1.45,-1,-1,-1,-1,-1,-1.45,-1.28,-1.44,-1.84,-1.44,-0.58,-1.3,-1.44,-1.44,-1.84,-1.84,-1.3,-0.88,-1.44,-1.44,-1.44,-1.84,-1.44,-1.44,-1.44,1
9604,-1,-1.45,-1.28,-1.28,-1.28,-1.28,-2.24,-2.27,-1.84,-2.24,-1.84,-1.84,-2.27,-1.45,-1,-0.88,-1.28,-1.84,-1.45,-1,-1.45,-2.24,-1.44,-1,-1.44,-1.3,-1,-0.88,-0.58,-0.88,-1,-1.28,-1.45,-0.88,-0.58,-1,-1,-0.88,-1,-1,-1,-1.44,-1.84,-1.84,-1.3,-1,-0.88,-0.58,-0.88,-1,-0.58,-1.3,-2.27,-1.45,-1,-0.88,-1,-0.58,-1,-1.45,-2.24,-1.44,-0.58,-1.45,-1.28,-1,-1,-0.58,-1,-1.3,-1.3,-0.88,-0.58,-1.3,-2.27,-1.84,-1.28,-1.28,-1.45,-1,-1,-0.88,-1.28,-1.84,-1.45,-1.45,-1.45,-1.45,-1.84,-1.84,-2.24,-1.44,-0.58,-1,-0.88,-1,-1,-1.28,-1.45,1
9605,-1.84,-1.84,-1.3,-1.3,-1.3,-1,-1.45,-1.84,-1.45,-1,-1,-1.3,-1.44,-1,-1,-1.28,-1.84,-1.28,-1.44,-2.27,-1.84,-1.45,-0.88,-0.58,-1.3,-1.3,-0.88,-1.44,-2.27,-2.24,-1.3,-1,-1,-0.88,-1,-1,-1.28,-1.84,-1.28,-1,-1.44,-1.3,-1,-1,-0.88,-1,-0.58,-1.45,-2.24,-1.84,-1.84,-1.44,-1.44,-1.44,-1.44,-1.84,-1.3,-0.88,-1,-1,-1.44,-1.3,-1.3,-1.84,-2.27,-1.28,-0.58,-0.88,-1.28,-1.28,-1,-0.58,-1,-1,-1.3,-1.44,-0.58,-1.45,-2.24,-1.44,-1,-0.58,-1,-0.88,-1,-1.44,-2.27,-1.28,-0.58,-1,-0.88,-0.58,-0.88,-1,-1.28,-1.84,-1.84,-1.45,-1,1
9606,-1.84,-1.84,-1.44,-1.44,-1.84,-1.84,-1.44,-0.58,-1.45,-2.24,-1.84,-1.44,-1,-0.58,-0.88,-1,-1.44,-2.27,-2.24,-1.3,-0.88,-1.28,-2.24,-2.27,-1.28,-1.28,-1.28,-1,-1.44,-1.84,-1.44,-1,-0.58,-0.88,-1.44,-1.84,-1.3,-1,-1.45,-1.84,-2.24,-1.3,-1,-1.45,-1.84,-1.28,-0.58,-1.45,-1.45,-1.3,-1.84,-2.27,-2.24,-1.44,-1,-1,-1.44,-1.3,-0.88,-1.28,-1.84,-1.28,-1.44,-1.3,-0.88,-1.28,-1.28,-0.58,-1,-0.88,-1.28,-1.28,-1,-1,-1,-0.58,-1.3,-1.44,-1.44,-1.3,-1,-1.3,-1.84,-1.3,-1.3,-2.27,-1.28,-0.58,-1.3,-1.3,-1,-1,-0.88,-1,-0.58,-1,-1.3,-2.27,-1.28,1
9607,-1.28,-1.45,-1.45,-2.24,-1.84,-1.84,-1.84,-1.3,-0.88,-1.44,-1.3,-1,-1,-1.45,-1.45,-1.3,-1.3,-1,-1,-1.3,-1.3,-1.45,-2.24,-1.3,-0.88,-1.28,-2.24,-2.27,-1.84,-1.28,-0.58,-1,-1,-1.45,-1.28,-0.58,-0.88,-1.28,-1.84,-1.45,-1,-1,-0.88,-0.58,-0.88,-1.44,-1.44,-0.58,-1.3,-1.3,-1.3,-1.3,-1.3,-1.3,-1.45,-1.45,-1.45,-1.45,-1,-1,-0.88,-0.58,-0.88,-1,-1,-1.44,-1.44,-0.58,-1.3,-1.84,-1.3,-0.88,-0.58,-1.3,-1.84,-1.44,-0.58,-1.3,-1.3,-1.3,-2.27,-2.24,-1.3,-0.88,-1.28,-2.24,-2.27,-1.84,-1.28,-1,-1,-1,-0.58,-1,-1.45,-1.28,-0.58,-1,-1,1
9608,-0.58,-1,-1,-0.88,-1,-1,-0.58,-1,-0.88,-1,-1,-1,-1.44,-1.3,-1,-0.88,-1,-1.44,-1.44,-1,-0.58,-0.88,-1,-1,-1,-1,-1,-1.44,-1.84,-1.44,-1.44,-1.44,-1,-1.28,-1.28,-1.28,-1.28,-1,-1.28,-1.45,-0.88,-1.28,-1.28,-1.28,-1.28,-1.28,-1.28,-0.58,-1.45,-1.45,-1.45,-1.28,-0.58,-1.3,-2.27,-1.45,-1,-0.88,-1.28,-1.28,-0.58,-1.45,-1.45,-1,-1.3,-1.84,-1.44,-0.58,-0.88,-1.28,-1.28,-1,-1.44,-1.84,-1.3,-1,-1,-0.88,-1.44,-1.84,-1.3,-1.3,-1.84,-1.44,-1.28,-1.28,-1.44,-1.3,-0.88,-0.58,-1,-0.88,-1,-1.44,-2.27,-1.28,-1.44,-1.3,-1.3,1
9609,-1.28,-1,-1.44,-2.27,-2.24,-1.84,-1.3,-0.88,-0.58,-1,-1,-0.88,-1.44,-1.44,-1.44,-1.44,-1,-0.58,-1.45,-1.84,-2.24,-1.3,-1,-1,-1,-1,-1,-0.88,-1,-1.28,-1.84,-1.84,-2.24,-2.27,-1.45,-0.88,-1,-0.58,-1.45,-1.84,-1.84,-1.84,-1.28,-0.58,-1.45,-1.84,-2.24,-1.84,-1.3,-1.3,-1.3,-0.88,-1.44,-2.27,-1.45,-1.45,-1.45,-1,-1,-1,-1,-1.3,-1.44,-0.58,-1.3,-1.44,-1,-1.44,-1.3,-1,-0.88,-0.58,-0.88,-1.44,-1.44,-0.58,-1.45,-1.28,-0.58,-1.3,-1.44,-0.58,-1,-1.45,-1.28,-1.44,-1.3,-1.45,-1.84,-1.45,-1,-1,-1,-1,-1,-0.88,-1,-1.44,-1.3,1
9610,-1.3,-2.27,-1.28,-1,-1.44,-1.44,-1.44,-1.44,-1,-0.58,-0.88,-1.28,-1.28,-1.44,-1.44,-1,-1.28,-1.28,-1,-1.28,-2.24,-1.84,-1.44,-1.44,-1.84,-1.44,-1,-1.44,-1.84,-1.3,-1.3,-1.44,-1,-1.44,-1.84,-1.44,-1.44,-2.27,-1.28,-1,-1.44,-1.44,-1.44,-2.27,-1.28,-0.58,-1.3,-1.3,-1.3,-1.3,-0.88,-1.44,-1.84,-1.84,-1.84,-1.3,-1,-1.3,-2.27,-1.28,-0.58,-1.3,-1.3,-1.3,-1.44,-1,-0.58,-1,-1,-1,-0.88,-1,-0.58,-1.3,-1.3,-1.3,-1.44,-1,-0.58,-1,-1.3,-1.84,-1.84,-1.3,-1,-0.88,-0.58,-1,-1.45,-1.45,-1.3,-1.84,-1.3,-1,-1.3,-2.27,-1.84,-2.24,-2.27,1
9611,-0.88,-1.44,-1.44,-1.44,-1.84,-1.84,-1.3,-1.3,-1.3,-1,-1.3,-1.44,-1,-1.28,-1.84,-1.84,-1.84,-1.45,-1,-1.45,-1.28,-0.58,-1,-1,-1,-1.3,-1.84,-2.27,-1.28,-1.44,-1.44,-1,-0.58,-0.88,-0.58,-1.3,-2.27,-1.84,-1.45,-1,-1.3,-1.84,-1.3,-1.3,-1.3,-1,-1,-1.45,-1.84,-1.45,-0.88,-1,-1.44,-1.3,-0.88,-1.44,-1.3,-1,-1.45,-1.28,-0.58,-1,-0.88,-1.44,-1.3,-0.88,-0.58,-1,-1,-0.88,-0.58,-0.88,-1.44,-1.3,-1,-1,-1.3,-1.3,-1,-1.3,-1.44,-0.58,-1,-0.88,-1.28,-2.24,-1.3,-1,-1.45,-1.28,-0.58,-0.88,-1.44,-1.44,-1,-1,-0.58,-1.3,-1.3,1
